id,player_id,version,overall,price,image_url,sm,wf,preferred_foot,accele_type,body_type,club_id,league_id,card_type
1693,188988,fc27,76,0,,4,3,Right,Controlled,Average,253,20,NORMAL
1694,192816,fc27,76,0,,2,2,Left,Controlled,Average,157,2,NORMAL
1695,193301,fc27,76,0,,4,4,Right,Controlled,Average,165,14,NORMAL
1696,193331,fc27,76,0,,1,2,Right,Controlled,Average,10,3,NORMAL
1697,193348,fc27,76,0,,5,4,Left,Controlled,Average,254,39,NORMAL
1698,195093,fc27,76,0,,4,4,Right,Controlled,Average,217,36,NORMAL
1699,196978,fc27,76,0,,3,3,Right,Controlled,Average,107,3,NORMAL
1700,198009,fc27,76,0,,1,3,Right,Controlled,Average,31,12,NORMAL
1701,199439,fc27,76,0,,3,3,Left,Controlled,Average,234,4,NORMAL
1702,199833,fc27,76,0,,1,1,Right,Controlled,Average,227,21,NORMAL
1703,200059,fc27,76,0,,1,4,Right,Controlled,Average,255,17,NORMAL
1704,200260,fc27,76,0,,3,2,Left,Controlled,Average,85,21,NORMAL
1705,201042,fc27,76,0,,3,4,Right,Controlled,Average,256,5,NORMAL
1706,201455,fc27,76,0,,3,3,Left,Controlled,Average,128,5,NORMAL
1707,202201,fc27,76,0,,2,2,Right,Controlled,Average,234,4,NORMAL
1708,203483,fc27,76,0,,3,3,Right,Controlled,Average,85,21,NORMAL
1709,203747,fc27,76,0,,3,2,Right,Controlled,Average,67,2,NORMAL
1710,204549,fc27,76,0,,1,3,Right,Controlled,Average,149,17,NORMAL
1711,204639,fc27,76,0,,2,3,Right,Controlled,Average,20,11,NORMAL
1712,205175,fc27,76,0,,3,3,Left,Controlled,Average,31,12,NORMAL
1713,205369,fc27,76,0,,3,4,Left,Controlled,Average,161,17,NORMAL
1714,205431,fc27,76,0,,3,4,Right,Controlled,Average,160,4,NORMAL
1715,205632,fc27,76,0,,4,3,Right,Controlled,Average,190,23,NORMAL
1716,205812,fc27,76,0,,1,2,Right,Controlled,Average,21,12,NORMAL
1717,206222,fc27,76,0,,2,4,Left,Controlled,Average,257,2,NORMAL
1718,206590,fc27,76,0,,4,5,Right,Controlled,Average,84,2,NORMAL
1719,207599,fc27,76,0,,2,3,Right,Controlled,Average,36,3,NORMAL
1720,207935,fc27,76,0,,1,3,Right,Controlled,Average,257,2,NORMAL
1721,208137,fc27,76,0,,2,3,Right,Controlled,Average,84,2,NORMAL
1722,208448,fc27,76,0,,4,4,Right,Controlled,Average,258,7,NORMAL
1723,210324,fc27,76,0,,3,4,Right,Controlled,Average,58,4,NORMAL
1724,210423,fc27,76,0,,4,5,Right,Controlled,Average,229,7,NORMAL
1725,210455,fc27,76,0,,3,4,Right,Controlled,Average,200,2,NORMAL
1726,210719,fc27,76,0,,2,4,Left,Controlled,Average,65,12,NORMAL
1727,211999,fc27,76,0,,2,3,Right,Controlled,Average,187,4,NORMAL
1728,212002,fc27,76,0,,2,2,Right,Controlled,Average,259,40,NORMAL
1729,212067,fc27,76,0,,1,3,Left,Controlled,Average,260,23,NORMAL
1730,212118,fc27,76,0,,3,4,Left,Controlled,Average,261,3,NORMAL
1731,212138,fc27,76,0,,3,3,Right,Controlled,Average,108,5,NORMAL
1732,212188,fc27,76,0,,3,4,Right,Controlled,Average,262,7,NORMAL
1733,212462,fc27,76,0,,3,2,Left,Controlled,Average,215,35,NORMAL
1734,213367,fc27,76,0,,3,3,Right,Controlled,Average,235,5,NORMAL
1735,213761,fc27,76,0,,3,3,Right,Controlled,Average,163,14,NORMAL
1736,213991,fc27,76,0,,3,3,Right,Controlled,Average,97,3,NORMAL
1737,214026,fc27,76,0,,3,2,Left,Controlled,Average,132,2,NORMAL
1738,215334,fc27,76,0,,4,3,Right,Controlled,Average,181,20,NORMAL
1739,215363,fc27,76,0,,1,3,Right,Controlled,Average,248,12,NORMAL
1740,215410,fc27,76,0,,2,3,Right,Controlled,Average,223,5,NORMAL
1741,216065,fc27,76,0,,1,2,Right,Controlled,Average,33,12,NORMAL
1742,216199,fc27,76,0,,2,3,Right,Controlled,Average,263,22,NORMAL
1743,216320,fc27,76,0,,3,4,Right,Controlled,Average,108,5,NORMAL
1744,216388,fc27,76,0,,5,4,Right,Controlled,Average,207,7,NORMAL
1745,216820,fc27,76,0,,4,4,Right,Controlled,Average,184,5,NORMAL
1746,217036,fc27,76,0,,3,2,Left,Controlled,Average,173,30,NORMAL
1747,217998,fc27,76,0,,3,3,Right,Controlled,Average,264,41,NORMAL
1748,219985,fc27,76,0,,3,3,Right,Controlled,Average,111,2,NORMAL
1749,220165,fc27,76,0,,3,3,Right,Controlled,Average,265,42,NORMAL
1750,220196,fc27,76,0,,4,3,Left,Controlled,Average,122,3,NORMAL
1751,220414,fc27,76,0,,2,2,Left,Controlled,Average,84,2,NORMAL
1752,220523,fc27,76,0,,2,3,Right,Controlled,Average,138,12,NORMAL
1753,221125,fc27,76,0,,3,3,Right,Controlled,Average,134,20,NORMAL
1754,221671,fc27,76,0,,3,3,Left,Controlled,Average,109,4,NORMAL
1755,221714,fc27,76,0,,2,4,Right,Controlled,Average,264,41,NORMAL
1756,222390,fc27,76,0,,3,3,Right,Controlled,Average,114,2,NORMAL
1757,222418,fc27,76,0,,1,2,Right,Controlled,Average,201,20,NORMAL
1758,223097,fc27,76,0,,4,3,Right,Controlled,Average,228,20,NORMAL
1759,223686,fc27,76,0,,1,4,Right,Controlled,Average,116,22,NORMAL
1760,224067,fc27,76,0,,2,4,Right,Controlled,Average,166,7,NORMAL
1761,224252,fc27,76,0,,4,3,Left,Controlled,Average,266,17,NORMAL
1762,224334,fc27,76,0,,3,3,Left,Controlled,Average,134,20,NORMAL
1763,224494,fc27,76,0,,3,2,Left,Controlled,Average,107,3,NORMAL
1764,225126,fc27,76,0,,3,3,Right,Controlled,Average,177,4,NORMAL
1765,226168,fc27,76,0,,3,4,Right,Controlled,Average,70,4,NORMAL
1766,226286,fc27,76,0,,3,4,Right,Controlled,Average,267,20,NORMAL
1767,226385,fc27,76,0,,4,5,Right,Controlled,Average,191,7,NORMAL
1768,226537,fc27,76,0,,3,4,Left,Controlled,Average,268,7,NORMAL
1769,226766,fc27,76,0,,4,4,Right,Controlled,Average,90,14,NORMAL
1770,227113,fc27,76,0,,3,3,Right,Controlled,Average,269,1,NORMAL
1771,227191,fc27,76,0,,2,3,Right,Controlled,Average,7,6,NORMAL
1772,227349,fc27,76,0,,1,3,Right,Controlled,Average,103,10,NORMAL
1773,227927,fc27,76,0,,3,4,Right,Controlled,Average,73,19,NORMAL
1774,228010,fc27,76,0,,4,5,Right,Controlled,Average,29,13,NORMAL
1775,228302,fc27,76,0,,3,2,Left,Controlled,Average,94,12,NORMAL
1776,228349,fc27,76,0,,3,4,Right,Controlled,Average,208,12,NORMAL
1777,228635,fc27,76,0,,3,4,Right,Controlled,Average,132,2,NORMAL
1778,228708,fc27,76,0,,2,3,Right,Controlled,Average,134,20,NORMAL
1779,228747,fc27,76,0,,4,2,Right,Controlled,Average,270,23,NORMAL
1780,228946,fc27,76,0,,3,3,Right,Controlled,Average,116,22,NORMAL
1781,229541,fc27,76,0,,1,2,Right,Controlled,Average,113,20,NORMAL
1782,229752,fc27,76,0,,3,4,Right,Controlled,Average,271,12,NORMAL
1783,230084,fc27,76,0,,3,4,Right,Controlled,Average,115,3,NORMAL
1784,230578,fc27,76,0,,2,3,Right,Controlled,Average,194,2,NORMAL
1785,230670,fc27,76,0,,1,2,Right,Controlled,Average,115,3,NORMAL
1786,230786,fc27,76,0,,3,3,Right,Controlled,Average,194,2,NORMAL
1787,231102,fc27,76,0,,4,2,Left,Controlled,Average,108,5,NORMAL
1788,231207,fc27,76,0,,2,3,Left,Controlled,Average,31,12,NORMAL
1789,231347,fc27,76,0,,3,3,Right,Controlled,Average,179,10,NORMAL
1790,231554,fc27,76,0,,3,4,Right,Controlled,Average,115,3,NORMAL
1791,231612,fc27,76,0,,3,3,Left,Controlled,Average,223,5,NORMAL
1792,231627,fc27,76,0,,3,3,Right,Controlled,Average,194,2,NORMAL
1793,231743,fc27,76,0,,3,3,Left,Controlled,Average,208,12,NORMAL
1794,232223,fc27,76,0,,3,3,Left,Controlled,Average,15,3,NORMAL
1795,232446,fc27,76,0,,3,3,Left,Controlled,Average,221,18,NORMAL
1796,232905,fc27,76,0,,4,4,Right,Controlled,Average,159,17,NORMAL
1797,232938,fc27,76,0,,2,5,Right,Controlled,Average,97,3,NORMAL
1798,233125,fc27,76,0,,3,4,Right,Controlled,Average,272,22,NORMAL
1799,233152,fc27,76,0,,3,4,Right,Controlled,Average,130,4,NORMAL
1800,233848,fc27,76,0,,4,4,Right,Controlled,Average,155,25,NORMAL
1801,234239,fc27,76,0,,4,3,Left,Controlled,Average,235,5,NORMAL
1802,234249,fc27,76,0,,2,3,Right,Controlled,Average,191,7,NORMAL
1803,234472,fc27,76,0,,2,3,Left,Controlled,Average,162,26,NORMAL
1804,234515,fc27,76,0,,2,3,Left,Controlled,Average,273,5,NORMAL
1805,234570,fc27,76,0,,5,4,Right,Controlled,Average,198,27,NORMAL
1806,234671,fc27,76,0,,3,3,Left,Controlled,Average,98,12,NORMAL
1807,234678,fc27,76,0,,3,3,Right,Controlled,Average,116,22,NORMAL
1808,235244,fc27,76,0,,2,3,Left,Controlled,Average,212,5,NORMAL
1809,235360,fc27,76,0,,3,3,Right,Controlled,Average,177,4,NORMAL
1810,235389,fc27,76,0,,3,3,Right,Controlled,Average,239,23,NORMAL
1811,235432,fc27,76,0,,3,3,Right,Controlled,Average,178,19,NORMAL
1812,235633,fc27,76,0,,1,3,Right,Controlled,Average,235,5,NORMAL
1813,235661,fc27,76,0,,3,3,Right,Controlled,Average,274,17,NORMAL
1814,235813,fc27,76,0,,3,4,Right,Controlled,Average,221,18,NORMAL
1815,235949,fc27,76,0,,3,3,Right,Controlled,Average,265,42,NORMAL
1816,236457,fc27,76,0,,3,2,Left,Controlled,Average,224,18,NORMAL
1817,236593,fc27,76,0,,4,3,Left,Controlled,Average,218,21,NORMAL
1818,236642,fc27,76,0,,3,3,Right,Controlled,Average,27,8,NORMAL
1819,236764,fc27,76,0,,3,3,Right,Controlled,Average,115,3,NORMAL
1820,236792,fc27,76,0,,3,3,Right,Controlled,Average,73,19,NORMAL
1821,237055,fc27,76,0,,4,4,Left,Controlled,Average,221,18,NORMAL
1822,237161,fc27,76,0,,2,4,Right,Controlled,Average,115,3,NORMAL
1823,237254,fc27,76,0,,3,3,Right,Controlled,Average,164,7,NORMAL
1824,237329,fc27,76,0,,3,3,Right,Controlled,Average,79,3,NORMAL
1825,237522,fc27,76,0,,2,3,Left,Controlled,Average,129,3,NORMAL
1826,237658,fc27,76,0,,2,3,Right,Controlled,Average,178,19,NORMAL
1827,237936,fc27,76,0,,4,3,Left,Controlled,Average,212,5,NORMAL
1828,237995,fc27,76,0,,4,2,Left,Controlled,Average,203,23,NORMAL
1829,238050,fc27,76,0,,5,2,Right,Controlled,Average,151,2,NORMAL
1830,238067,fc27,76,0,,4,2,Left,Controlled,Average,208,12,NORMAL
1831,238230,fc27,76,0,,3,2,Left,Controlled,Average,82,20,NORMAL
1832,238516,fc27,76,0,,2,3,Right,Controlled,Average,271,12,NORMAL
1833,239028,fc27,76,0,,4,4,Right,Controlled,Average,221,18,NORMAL
1834,239096,fc27,76,0,,2,3,Right,Controlled,Average,47,4,NORMAL
1835,239360,fc27,76,0,,2,4,Left,Controlled,Average,121,3,NORMAL
1836,239373,fc27,76,0,,3,4,Right,Controlled,Average,230,19,NORMAL
1837,239613,fc27,76,0,,3,3,Left,Controlled,Average,275,12,NORMAL
1838,239614,fc27,76,0,,3,2,Right,Controlled,Average,42,2,NORMAL
1839,239842,fc27,76,0,,2,3,Right,Controlled,Average,133,24,NORMAL
1840,239964,fc27,76,0,,3,4,Right,Controlled,Average,276,11,NORMAL
1841,239977,fc27,76,0,,4,4,Left,Controlled,Average,65,12,NORMAL
1842,240471,fc27,76,0,,3,4,Right,Controlled,Average,203,23,NORMAL
1843,240663,fc27,76,0,,3,3,Right,Controlled,Average,113,20,NORMAL
1844,240834,fc27,76,0,,1,3,Right,Controlled,Average,277,13,NORMAL
1845,240915,fc27,76,0,,3,2,Left,Controlled,Average,98,12,NORMAL
1846,240988,fc27,76,0,,2,2,Right,Controlled,Average,116,22,NORMAL
1847,241049,fc27,76,0,,2,2,Right,Controlled,Average,42,2,NORMAL
1848,241390,fc27,76,0,,4,4,Right,Controlled,Average,33,12,NORMAL
1849,241847,fc27,76,0,,2,3,Right,Controlled,Average,40,9,NORMAL
1850,241854,fc27,76,0,,2,3,Right,Controlled,Average,148,21,NORMAL
1851,242162,fc27,76,0,,4,2,Left,Controlled,Average,155,25,NORMAL
1852,242534,fc27,76,0,,3,4,Right,Controlled,Average,212,5,NORMAL
1853,242578,fc27,76,0,,2,2,Left,Controlled,Average,30,12,NORMAL
1854,242619,fc27,76,0,,3,3,Right,Controlled,Average,97,3,NORMAL
1855,242633,fc27,76,0,,3,3,Right,Controlled,Average,271,12,NORMAL
1856,242725,fc27,76,0,,3,4,Left,Controlled,Average,91,12,NORMAL
1857,242806,fc27,76,0,,3,3,Right,Controlled,Average,168,8,NORMAL
1858,242818,fc27,76,0,,1,3,Right,Controlled,Average,234,4,NORMAL
1859,242914,fc27,76,0,,4,4,Right,Controlled,Average,278,43,NORMAL
1860,243015,fc27,76,0,,3,4,Right,Controlled,Average,205,23,NORMAL
1861,243134,fc27,76,0,,3,4,Right,Controlled,Average,115,3,NORMAL
1862,243282,fc27,76,0,,3,2,Left,Controlled,Average,97,3,NORMAL
1863,243311,fc27,76,0,,1,3,Right,Controlled,Average,22,12,NORMAL
1864,243312,fc27,76,0,,3,3,Right,Controlled,Average,250,2,NORMAL
1865,243627,fc27,76,0,,3,3,Right,Controlled,Average,90,14,NORMAL
1866,243669,fc27,76,0,,3,3,Right,Controlled,Average,107,3,NORMAL
1867,243675,fc27,76,0,,1,4,Right,Controlled,Average,204,3,NORMAL
1868,243923,fc27,76,0,,2,3,Right,Controlled,Average,83,2,NORMAL
1869,244064,fc27,76,0,,4,4,Right,Controlled,Average,141,1,NORMAL
1870,244068,fc27,76,0,,2,3,Left,Controlled,Average,234,4,NORMAL
1871,244206,fc27,76,0,,2,3,Right,Controlled,Average,29,13,NORMAL
1872,244261,fc27,76,0,,4,3,Left,Controlled,Average,221,18,NORMAL
1873,244373,fc27,76,0,,3,4,Right,Controlled,Average,209,33,NORMAL
1874,244480,fc27,76,0,,3,3,Right,Controlled,Average,223,5,NORMAL
1875,244591,fc27,76,0,,3,3,Right,Controlled,Average,115,3,NORMAL
1876,244661,fc27,76,0,,3,4,Right,Controlled,Average,215,35,NORMAL
1877,244767,fc27,76,0,,3,3,Right,Controlled,Average,279,19,NORMAL
1878,244892,fc27,76,0,,4,3,Right,Controlled,Average,235,5,NORMAL
1879,244915,fc27,76,0,,2,3,Left,Controlled,Average,117,5,NORMAL
1880,245388,fc27,76,0,,3,2,Right,Controlled,Average,73,19,NORMAL
1881,245443,fc27,76,0,,3,3,Right,Controlled,Average,170,1,NORMAL
1882,245833,fc27,76,0,,3,3,Right,Controlled,Average,168,8,NORMAL
1883,246107,fc27,76,0,,4,3,Right,Controlled,Average,133,24,NORMAL
1884,246177,fc27,76,0,,3,4,Right,Controlled,Average,197,10,NORMAL
1885,246568,fc27,76,0,,3,4,Right,Controlled,Average,197,10,NORMAL
1886,246594,fc27,76,0,,3,3,Right,Controlled,Average,234,4,NORMAL
1887,246618,fc27,76,0,,3,4,Right,Controlled,Average,55,4,NORMAL
1888,246683,fc27,76,0,,3,3,Right,Controlled,Average,151,2,NORMAL
1889,246791,fc27,76,0,,4,4,Right,Controlled,Average,73,19,NORMAL
1890,246800,fc27,76,0,,3,3,Right,Controlled,Average,83,2,NORMAL
1891,246836,fc27,76,0,,2,3,Right,Controlled,Average,160,4,NORMAL
1892,247361,fc27,76,0,,3,3,Right,Controlled,Average,115,3,NORMAL
1893,247512,fc27,76,0,,4,3,Right,Controlled,Average,43,8,NORMAL
1894,247535,fc27,76,0,,3,3,Right,Controlled,Average,280,44,NORMAL
1895,247679,fc27,76,0,,4,3,Right,Controlled,Average,58,4,NORMAL
1896,247792,fc27,76,0,,4,3,Left,Controlled,Average,120,1,NORMAL
1897,247888,fc27,76,0,,4,5,Right,Controlled,Average,138,12,NORMAL
1898,248278,fc27,76,0,,2,3,Left,Controlled,Average,194,2,NORMAL
1899,248729,fc27,76,0,,3,4,Left,Controlled,Average,94,12,NORMAL
1900,248751,fc27,76,0,,1,3,Right,Controlled,Average,18,10,NORMAL
1901,250789,fc27,76,0,,4,2,Left,Controlled,Average,75,3,NORMAL
1902,251116,fc27,76,0,,2,4,Right,Controlled,Average,172,29,NORMAL
1903,251380,fc27,76,0,,2,2,Left,Controlled,Average,108,5,NORMAL
1904,251530,fc27,76,0,,3,4,Left,Controlled,Average,94,12,NORMAL
1905,251615,fc27,76,0,,3,2,Left,Controlled,Average,29,13,NORMAL
1906,251829,fc27,76,0,,2,4,Left,Controlled,Average,47,4,NORMAL
1907,251988,fc27,76,0,,3,3,Left,Controlled,Average,275,12,NORMAL
1908,252008,fc27,76,0,,2,4,Right,Controlled,Average,196,23,NORMAL
1909,252324,fc27,76,0,,3,3,Right,Controlled,Average,67,2,NORMAL
1910,252327,fc27,76,0,,3,3,Left,Controlled,Average,147,2,NORMAL
1911,252512,fc27,76,0,,2,3,Right,Controlled,Average,108,5,NORMAL
1912,252794,fc27,76,0,,3,3,Left,Controlled,Average,281,12,NORMAL
1913,252866,fc27,76,0,,3,3,Right,Controlled,Average,111,2,NORMAL
1914,252929,fc27,76,0,,3,3,Right,Controlled,Average,29,13,NORMAL
1915,253130,fc27,76,0,,4,3,Right,Controlled,Average,42,2,NORMAL
1916,253385,fc27,76,0,,3,3,Left,Controlled,Average,153,23,NORMAL
1917,253409,fc27,76,0,,4,3,Left,Controlled,Average,282,26,NORMAL
1918,253510,fc27,76,0,,2,3,Right,Controlled,Average,36,3,NORMAL
1919,254142,fc27,76,0,,3,3,Right,Controlled,Average,189,25,NORMAL
1920,254548,fc27,76,0,,3,3,Left,Controlled,Average,235,5,NORMAL
1921,254860,fc27,76,0,,3,3,Left,Controlled,Average,257,2,NORMAL
1922,255205,fc27,76,0,,3,3,Right,Controlled,Average,283,19,NORMAL
1923,255541,fc27,76,0,,3,3,Right,Controlled,Average,221,18,NORMAL
1924,255687,fc27,76,0,,2,4,Right,Controlled,Average,172,29,NORMAL
1925,255878,fc27,76,0,,3,2,Right,Controlled,Average,240,20,NORMAL
1926,255981,fc27,76,0,,1,3,Right,Controlled,Average,35,3,NORMAL
1927,256094,fc27,76,0,,2,2,Left,Controlled,Average,77,1,NORMAL
1928,256325,fc27,76,0,,2,3,Right,Controlled,Average,94,12,NORMAL
1929,256688,fc27,76,0,,4,4,Right,Controlled,Average,60,14,NORMAL
1930,256933,fc27,76,0,,5,4,Right,Controlled,Average,20,11,NORMAL
1931,256942,fc27,76,0,,2,3,Right,Controlled,Average,109,4,NORMAL
1932,257073,fc27,76,0,,4,3,Right,Controlled,Average,47,4,NORMAL
1933,257084,fc27,76,0,,3,3,Right,Controlled,Average,44,11,NORMAL
1934,257185,fc27,76,0,,3,2,Left,Controlled,Average,113,20,NORMAL
1935,257186,fc27,76,0,,2,4,Left,Controlled,Average,21,12,NORMAL
1936,257288,fc27,76,0,,1,3,Right,Controlled,Average,208,12,NORMAL
1937,257290,fc27,76,0,,3,4,Right,Controlled,Average,66,12,NORMAL
1938,257345,fc27,76,0,,3,4,Right,Controlled,Average,79,3,NORMAL
1939,257540,fc27,76,0,,3,3,Right,Controlled,Average,101,4,NORMAL
1940,258015,fc27,76,0,,3,4,Right,Controlled,Average,100,13,NORMAL
1941,258168,fc27,76,0,,2,2,Left,Controlled,Average,72,11,NORMAL
1942,258534,fc27,76,0,,1,3,Right,Controlled,Average,67,2,NORMAL
1943,258775,fc27,76,0,,4,3,Left,Controlled,Average,59,2,NORMAL
1944,258937,fc27,76,0,,3,3,Right,Controlled,Average,84,2,NORMAL
1945,258979,fc27,76,0,,1,3,Right,Controlled,Average,27,8,NORMAL
1946,259074,fc27,76,0,,2,3,Left,Controlled,Average,55,4,NORMAL
1947,259188,fc27,76,0,,2,2,Left,Controlled,Average,237,29,NORMAL
1948,259306,fc27,76,0,,3,3,Left,Controlled,Average,234,4,NORMAL
1949,260145,fc27,76,0,,3,3,Left,Controlled,Average,75,3,NORMAL
1950,260178,fc27,76,0,,3,4,Right,Controlled,Average,151,2,NORMAL
1951,260407,fc27,76,0,,4,4,Right,Controlled,Average,101,4,NORMAL
1952,260521,fc27,76,0,,3,4,Left,Controlled,Average,210,21,NORMAL
1953,260546,fc27,76,0,,2,3,Right,Controlled,Average,157,2,NORMAL
1954,260570,fc27,76,0,,3,3,Left,Controlled,Average,159,17,NORMAL
1955,260601,fc27,76,0,,5,3,Right,Controlled,Average,113,20,NORMAL
1956,260779,fc27,76,0,,3,3,Right,Controlled,Average,34,3,NORMAL
1957,260823,fc27,76,0,,3,4,Right,Controlled,Average,66,12,NORMAL
1958,261015,fc27,76,0,,4,3,Left,Controlled,Average,181,20,NORMAL
1959,261222,fc27,76,0,,3,4,Left,Controlled,Average,127,23,NORMAL
1960,261264,fc27,76,0,,2,3,Right,Controlled,Average,257,2,NORMAL
1961,261336,fc27,76,0,,4,5,Right,Controlled,Average,204,3,NORMAL
1962,261835,fc27,76,0,,3,4,Right,Controlled,Average,76,15,NORMAL
1963,262042,fc27,76,0,,2,3,Left,Controlled,Average,69,4,NORMAL
1964,262240,fc27,76,0,,4,3,Right,Controlled,Average,134,20,NORMAL
1965,262311,fc27,76,0,,2,3,Right,Controlled,Average,227,21,NORMAL
1966,262473,fc27,76,0,,3,3,Left,Controlled,Average,60,14,NORMAL
1967,262510,fc27,76,0,,2,3,Right,Controlled,Average,59,2,NORMAL
1968,262580,fc27,76,0,,2,4,Right,Controlled,Average,148,21,NORMAL
1969,262666,fc27,76,0,,3,3,Right,Controlled,Average,70,4,NORMAL
1970,263041,fc27,76,0,,3,2,Left,Controlled,Average,55,4,NORMAL
1971,263227,fc27,76,0,,3,4,Right,Controlled,Average,111,2,NORMAL
1972,263339,fc27,76,0,,1,2,Left,Controlled,Average,261,3,NORMAL
1973,263603,fc27,76,0,,3,3,Right,Controlled,Average,210,21,NORMAL
1974,263815,fc27,76,0,,3,2,Left,Controlled,Average,93,5,NORMAL
1975,263880,fc27,76,0,,1,3,Left,Controlled,Average,185,2,NORMAL
1976,263897,fc27,76,0,,2,2,Left,Controlled,Average,221,18,NORMAL
1977,263966,fc27,76,0,,4,3,Right,Controlled,Average,61,9,NORMAL
1978,264058,fc27,76,0,,3,3,Right,Controlled,Average,61,9,NORMAL
1979,264174,fc27,76,0,,3,3,Right,Controlled,Average,122,3,NORMAL
1980,264219,fc27,76,0,,3,5,Right,Controlled,Average,58,4,NORMAL
1981,264337,fc27,76,0,,3,3,Right,Controlled,Average,129,3,NORMAL
1982,264422,fc27,76,0,,3,3,Right,Controlled,Average,117,5,NORMAL
1983,264807,fc27,76,0,,3,4,Right,Controlled,Average,124,1,NORMAL
1984,264901,fc27,76,0,,3,5,Right,Controlled,Average,284,9,NORMAL
1985,264904,fc27,76,0,,4,2,Left,Controlled,Average,76,15,NORMAL
1986,264934,fc27,76,0,,3,4,Right,Controlled,Average,40,9,NORMAL
1987,264959,fc27,76,0,,3,3,Right,Controlled,Average,49,10,NORMAL
1988,264986,fc27,76,0,,3,3,Left,Controlled,Average,284,9,NORMAL
1989,265001,fc27,76,0,,3,3,Right,Controlled,Average,284,9,NORMAL
1990,265079,fc27,76,0,,2,2,Right,Controlled,Average,139,9,NORMAL
1991,265080,fc27,76,0,,4,3,Right,Controlled,Average,140,9,NORMAL
1992,265082,fc27,76,0,,3,3,Right,Controlled,Average,284,9,NORMAL
1993,265119,fc27,76,0,,2,3,Right,Controlled,Average,285,9,NORMAL
1994,265262,fc27,76,0,,2,3,Right,Controlled,Average,120,1,NORMAL
1995,265304,fc27,76,0,,4,5,Right,Controlled,Average,243,38,NORMAL
1996,265408,fc27,76,0,,2,3,Right,Controlled,Average,141,1,NORMAL
1997,265450,fc27,76,0,,4,3,Left,Controlled,Average,69,4,NORMAL
1998,265650,fc27,76,0,,2,3,Right,Controlled,Average,135,12,NORMAL
1999,265845,fc27,76,0,,3,2,Left,Controlled,Average,77,1,NORMAL
2000,265970,fc27,76,0,,1,2,Right,Controlled,Average,104,10,NORMAL
2001,266093,fc27,76,0,,3,4,Right,Controlled,Average,17,8,NORMAL
2002,266099,fc27,76,0,,3,3,Right,Controlled,Average,184,5,NORMAL
2003,266237,fc27,76,0,,4,3,Left,Controlled,Average,110,21,NORMAL
2004,266253,fc27,76,0,,3,4,Right,Controlled,Average,100,13,NORMAL
2005,266433,fc27,76,0,,3,3,Right,Controlled,Average,234,4,NORMAL
2006,266500,fc27,76,0,,3,4,Right,Controlled,Average,98,12,NORMAL
2007,266609,fc27,76,0,,3,4,Right,Controlled,Average,36,3,NORMAL
2008,266844,fc27,76,0,,2,3,Right,Controlled,Average,113,20,NORMAL
2009,266915,fc27,76,0,,3,4,Left,Controlled,Average,12,1,NORMAL
2010,267219,fc27,76,0,,1,2,Right,Controlled,Average,23,8,NORMAL
2011,267221,fc27,76,0,,2,4,Right,Controlled,Average,43,8,NORMAL
2012,267235,fc27,76,0,,2,3,Right,Controlled,Average,28,8,NORMAL
2013,267278,fc27,76,0,,4,3,Right,Controlled,Average,119,8,NORMAL
2014,267320,fc27,76,0,,3,4,Right,Controlled,Average,168,8,NORMAL
2015,267358,fc27,76,0,,3,3,Right,Controlled,Average,168,8,NORMAL
2016,267367,fc27,76,0,,2,3,Right,Controlled,Average,80,8,NORMAL
2017,267375,fc27,76,0,,2,3,Left,Controlled,Average,17,8,NORMAL
2018,267519,fc27,76,0,,2,3,Left,Controlled,Average,19,8,NORMAL
2019,267633,fc27,76,0,,3,3,Right,Controlled,Average,260,23,NORMAL
2020,267860,fc27,76,0,,2,2,Left,Controlled,Average,67,2,NORMAL
2021,268534,fc27,76,0,,3,3,Left,Controlled,Average,22,12,NORMAL
2022,268611,fc27,76,0,,2,3,Right,Controlled,Average,53,17,NORMAL
2023,268703,fc27,76,0,,3,5,Right,Controlled,Average,98,12,NORMAL
2024,268908,fc27,76,0,,2,2,Right,Controlled,Average,28,8,NORMAL
2025,268993,fc27,76,0,,3,3,Right,Controlled,Average,64,6,NORMAL
2026,269420,fc27,76,0,,3,3,Left,Controlled,Average,92,13,NORMAL
2027,269728,fc27,76,0,,4,3,Right,Controlled,Average,101,4,NORMAL
2028,269859,fc27,76,0,,3,4,Right,Controlled,Average,69,4,NORMAL
2029,269921,fc27,76,0,,1,3,Left,Controlled,Average,286,6,NORMAL
2030,270050,fc27,76,0,,3,3,Right,Controlled,Average,117,5,NORMAL
2031,270077,fc27,76,0,,2,2,Left,Controlled,Average,37,12,NORMAL
2032,270633,fc27,76,0,,3,4,Right,Controlled,Average,110,21,NORMAL
2033,270670,fc27,76,0,,4,3,Right,Controlled,Average,101,4,NORMAL
2034,271032,fc27,76,0,,2,3,Right,Controlled,Average,159,17,NORMAL
2035,271057,fc27,76,0,,3,3,Right,Controlled,Average,68,18,NORMAL
2036,271145,fc27,76,0,,3,3,Left,Controlled,Average,84,2,NORMAL
2037,271266,fc27,76,0,,3,3,Right,Controlled,Average,210,21,NORMAL
2038,271755,fc27,76,0,,2,3,Left,Controlled,Average,151,2,NORMAL
2039,271940,fc27,76,0,,3,4,Right,Controlled,Average,176,5,NORMAL
2040,272015,fc27,76,0,,3,4,Left,Controlled,Average,76,15,NORMAL
