id,name,gender,height,weight,age,nation_id,long_name
270892,Fuka Nagano,Women's Football,180,75,27,20,Fuka Nagano
271132,Gabriel Silva,Men's Football,180,75,24,10,Gabriel Silva Vieira
271174,Fiona Liaigre,Women's Football,180,75,21,2,Fiona Liaigre
271219,Arbnor Muja,Men's Football,180,75,27,71,Arbnor Muja
271302,Álvaro Djaló,Men's Football,180,75,27,1,Álvaro Djaló Dias Fernandes
271373,Fran Pérez,Men's Football,180,75,24,1,Francisco Pérez Martínez
271464,Yáser Asprilla,Men's Football,180,75,22,19,Yáser Asprilla
271573,Mattia Zanotti,Men's Football,180,75,23,9,Mattia Zanotti
271659,Aljoscha Kemlein,Men's Football,180,75,22,17,Aljoscha Kemlein
271688,Zuriko Davitashvili,Men's Football,180,75,25,12,Zuriko Davitashvili
271691,Junior Diaz,Men's Football,180,75,23,41,Junior Diaz
271716,Djeidi Gassama,Men's Football,180,75,23,92,Djeidi Gassama
271741,Patrik Mercado,Men's Football,180,75,23,13,Patrik Mercado
271838,Chiara Bouziane,Women's Football,180,75,29,17,Chiara Bouziane
272024,Carmen Álvarez,Women's Football,180,75,23,1,Carmen Álvarez Sánchez
272055,Eva Llamas,Women's Football,180,75,34,1,Eva Llamas Hernández
272081,Ana González,Women's Football,180,75,31,1,Ana González Rosa
272145,Sheila,Women's Football,180,75,29,1,Sheila Guijarro Gómez
272146,Fatoumata Kanteh Cham,Women's Football,180,75,29,68,Fatoumata Kanteh Cham
272180,Raquel Morcillo,Women's Football,180,75,27,1,Raquel Morcillo Aparicio
272202,Iris Arnaiz,Women's Football,180,75,32,1,Iris Arnaiz Gil
272214,Koko Ange N'Guessan,Women's Football,180,75,35,41,Koko Ange N'Guessan
272232,Patri Gavira,Women's Football,180,75,37,1,Patricia Gavira Collado
272341,Annalena Rieke,Women's Football,180,75,27,17,Annalena Rieke
272346,Rokas Pukštas,Men's Football,180,75,22,21,Rokas Pukštas
272433,Herrando,Men's Football,180,75,25,1,Jorge Herrando Oroz
272453,Pablo Durán,Men's Football,180,75,25,1,Pablo Durán Fernández
272657,Lisann Kaut,Women's Football,180,75,26,17,Lisann Kaut
272712,Elliot Stroud,Men's Football,180,75,24,28,Elliot Stroud
272777,Bashir Humphreys,Men's Football,180,75,23,5,Bashir Humphreys
272781,Eliesse Ben Seghir,Men's Football,180,75,21,18,Eliesse Ben Seghir
272874,Arne Engels,Men's Football,180,75,23,4,Arne Engels
272895,Charlie Hughes,Men's Football,180,75,22,5,Charlie Hughes
272994,Mandy McGlynn,Women's Football,180,75,27,21,Mandy McGlynn
273010,Kathrine Møller Kühl,Women's Football,180,75,23,27,Kathrine Møller Kühl
273028,Mateo Del Blanco,Men's Football,180,75,22,8,Mateo Del Blanco
273123,Nathan Zézé,Men's Football,180,75,21,2,Nathan Zézé
273128,Rafiu Durosinmi,Men's Football,180,75,23,38,Rafiu Durosinmi
273149,Jorelyn Carabalí,Women's Football,180,75,29,19,Jorelyn Carabalí
273255,Imane Saoud,Women's Football,180,75,24,18,Imane Saoud
273387,Lauren Davidson,Women's Football,180,75,24,30,Lauren Davidson
273404,Seraina Piubel,Women's Football,180,75,26,25,Seraina Piubel
273406,Naomi Mégroz,Women's Football,180,75,28,25,Naomi Mégroz
273459,Chris Rigg,Men's Football,180,75,19,5,Chris Rigg
273481,Kayla Fischer,Women's Football,180,75,26,21,Kayla Fischer
273827,Gustavo Puerta,Men's Football,180,75,23,19,Gustavo Puerta
273835,Lilian Raolisoa,Men's Football,180,75,26,2,Lilian Raolisoa
273849,Facundo Bernal,Men's Football,180,75,23,26,Facundo Bernal
273850,Sebastián Boselli,Men's Football,180,75,22,26,Sebastián Boselli
273948,Kojo Peprah Oppong,Men's Football,180,75,22,39,Kojo Peprah Oppong
274536,Moïse Bombito,Men's Football,180,75,26,44,Moïse Bombito
274555,Mario Martín,Men's Football,180,75,22,1,Mario Martín Rielves
274559,Kendry Páez,Men's Football,180,75,19,13,Kendry Páez
274834,Mats Rots,Men's Football,180,75,20,16,Mats Rots
274952,Oscar Højlund,Men's Football,180,75,21,27,Oscar Højlund
275205,Thiago Fernández,Men's Football,180,75,22,8,Thiago Fernández
275241,Patrik Vydra,Men's Football,180,75,23,48,Patrik Vydra
275291,Niccolò Pisilli,Men's Football,180,75,21,9,Niccolò Pisilli
275399,Lorena Azzaro,Women's Football,180,75,25,2,Lorena Azzaro
275525,Luisa Guttenberger,Women's Football,180,75,27,17,Luisa Guttenberger
275576,María Miralles,Women's Football,180,75,29,1,María Miralles Gascón
275592,Ruben van Bommel,Men's Football,180,75,22,16,Ruben van Bommel
275779,Naima García,Women's Football,180,75,28,1,Naima García Aguilar
275808,Tereza Szewieczková,Women's Football,180,75,28,48,Tereza Szewieczková
275811,Olivie Lukášová,Women's Football,180,75,25,48,Olivie Lukášová
275813,Diana Bartovičová,Women's Football,180,75,33,47,Diana Bartovičová
275849,Leela Egli,Women's Football,180,75,19,25,Leela Egli
275925,Ria Laihonen,Women's Football,180,75,32,70,Ria Laihonen
275938,Anna Gasper,Women's Football,180,75,29,17,Anna Gasper
275968,Regina van Eijk,Women's Football,180,75,24,16,Regina van Eijk
275969,Nadine Noordam,Women's Football,180,75,28,16,Nadine Noordam
276098,Giulia Dragoni,Women's Football,180,75,19,9,Giulia Dragoni
276377,Lucas Høgsberg,Men's Football,180,75,20,27,Lucas Høgsberg
276548,Océane Picard,Women's Football,180,75,24,2,Océane Picard
276594,Noah Cadiou,Men's Football,180,75,27,2,Noah Cadiou
276619,Rafael Navarro,Men's Football,180,75,26,10,Rafael Navarro Leal
276895,Alemão,Men's Football,180,75,28,10,Alexandre Zurawski
277029,Miguel Román,Men's Football,180,75,23,1,Miguel Román González
277041,Jella Veit,Women's Football,180,75,21,17,Jella Veit
277068,Lucas Pires,Men's Football,180,75,25,10,Lucas Pires Silva
277069,Luismi Cruz,Men's Football,180,75,25,1,Luis Miguel Cruz Hernández
277211,Franculino,Men's Football,180,75,22,85,Franculino Djú
277483,Gjivai Zechiël,Men's Football,180,75,22,16,Gjivai Zechiël
277554,Adri Fuentes,Men's Football,180,75,30,1,Adrián Fuentes González
277594,Óscar Aranda,Men's Football,180,75,24,1,Óscar Aranda Subiela
277695,Daniele Ghilardi,Men's Football,180,75,23,9,Daniele Ghilardi
277878,Santi García,Men's Football,180,75,25,1,Santiago García González
277952,Lotte Keukelaar,Women's Football,180,75,20,16,Lotte Keukelaar
277975,Parfait Guiagon,Men's Football,180,75,25,41,Parfait Guiagon
278012,Darío Osorio,Men's Football,180,75,22,40,Darío Osorio
278032,Christos Mandas,Men's Football,180,75,25,46,Christos Mandas
278172,Ethan Mbappé,Men's Football,180,75,19,2,Ethan Mbappé
278194,Lucía Corrales,Women's Football,180,75,20,1,Lucía Corrales Álvarez
278237,Davide Bartesaghi,Men's Football,180,75,20,9,Davide Bartesaghi
278659,Pau Navarro,Men's Football,180,75,21,1,Pau Navarro Badenes
279497,Tyler Dibling,Men's Football,180,75,20,5,Tyler Dibling
279769,Diogo Travassos,Men's Football,180,75,22,7,Diogo Martins Travassos
279841,Maher Carrizo,Men's Football,180,75,20,8,Maher Carrizo
70012,Nhoa Sangui,Men's Football,180,75,20,2,Nhoa Sangui
70017,Gessime Yassine,Men's Football,180,75,20,18,Gessime Yassine
70129,Gustav Lundgren,Men's Football,180,75,31,28,Gustav Lundgren
70344,Adama Boiro,Men's Football,180,75,24,52,Adama Boiro
70902,Abdoulie Manneh,Men's Football,180,75,21,68,Abdoulie Manneh
70903,Alex Tóth,Men's Football,180,75,20,29,Alex Tóth
71114,Djaoui Cissé,Men's Football,180,75,22,2,Djaoui Cissé
71160,Maycee Bell,Women's Football,180,75,26,21,Maycee Bell
71495,Sam Meza,Women's Football,180,75,24,21,Sam Meza
72006,Milton Delgado,Men's Football,180,75,21,8,Milton Delgado
72215,Samara Ortiz,Women's Football,180,75,29,107,Samara Ortiz
72656,John Mercado,Men's Football,180,75,24,13,John Mercado
72817,Carlos Mora,Men's Football,180,75,25,62,Carlos Mora
73085,Antoine Mille,Men's Football,180,75,29,2,Antoine Mille
73192,Abdelhamid Aït Boudlal,Men's Football,180,75,20,18,Abdelhamid Aït Boudlal
73317,Brian Cipenga,Men's Football,180,75,28,61,Brian Cipenga
73348,Yacine Titraoui,Men's Football,180,75,23,59,Yacine Titraoui
73379,Issa Doumbia,Men's Football,180,75,22,9,Issa Doumbia
73529,Mireia Masegur,Women's Football,180,75,24,1,Mireia Masegur Torrent
73638,Caleb Yirenkyi,Men's Football,180,75,20,39,Caleb Yirenkyi
73884,Christos Mouzakitis,Men's Football,180,75,19,46,Christos Mouzakitis
73885,Charalampos Kostoulas,Men's Football,180,75,19,46,Charalampos Kostoulas
73980,Danielle Marcano,Women's Football,180,75,29,21,Danielle Marcano
74324,Abdullah Iqbal,Men's Football,180,75,24,108,Abdullah Iqbal
74413,Harrison Armstrong,Men's Football,180,75,19,5,Harrison Armstrong
74436,Mohammed Abu Al Shamat,Men's Football,180,75,24,63,Mohammed Abu Al Shamat
74544,Sergi Domínguez,Men's Football,180,75,21,1,Sergi Domínguez Viloria
74813,Mikel Amondarain,Men's Football,180,75,21,8,Mikel Amondarain
74861,Cornelia Kapocs,Women's Football,180,75,26,28,Cornelia Kapocs
75117,Sheyko Studer,Men's Football,180,75,23,8,Sheyko Studer
75148,Juma Bah,Men's Football,180,75,20,109,Juma Bah
75263,Peio Canales,Men's Football,180,75,21,1,Peio Canales Urtasun
75318,Abdoul Ouattara,Men's Football,180,75,20,41,Abdoul Ouattara
75343,Joaquín Tobio Burgos,Men's Football,180,75,21,8,Joaquín Tobio Burgos
75390,Emmi Siren,Women's Football,180,75,25,70,Emmi Siren
75628,Fer López,Men's Football,180,75,22,1,Fernando López González
75725,Cathinka Tandberg,Women's Football,180,75,22,3,Cathinka Tandberg
76433,Ruby Grant,Women's Football,180,75,24,5,Ruby Grant
76461,Michele Šego,Men's Football,180,75,26,32,Michele Šego
76616,Mathys Detourbet,Men's Football,180,75,19,2,Mathys Detourbet
76690,Maggie Graham,Women's Football,180,75,24,21,Maggie Graham
76863,Karol Czubak,Men's Football,180,75,26,11,Karol Czubak
76922,Hennes Behrens,Men's Football,180,75,21,17,Hennes Behrens
77105,Andrija Bulatović,Men's Football,180,75,19,75,Andrija Bulatović
77633,Rayan Fofana,Men's Football,180,75,20,2,Rayan Fofana
77636,Karim Coulibaly,Men's Football,180,75,19,17,Karim Coulibaly
77683,Aithiara Carballo,Women's Football,180,75,27,1,Aithiara Carballo Cabrera
78279,Aiara Agirrezabala,Women's Football,180,75,17,1,Aiara Agirrezabala Azkue
78367,Oso,Men's Football,180,75,23,1,Joaquín Martínez Gauna
78426,Joseph Opoku,Men's Football,180,75,21,39,Joseph Opoku
78550,Rego,Men's Football,180,75,23,1,Alejandro Rego Mora
79334,Raul Florucz,Men's Football,180,75,25,35,Raul Florucz
79427,Oleksandr Romanchuk,Men's Football,180,75,26,66,Oleksandr Romanchuk
79449,Smilla Vallotto,Women's Football,180,75,22,25,Smilla Vallotto
79467,Aurélie Csillag,Women's Football,180,75,23,25,Aurélie Csillag
79732,Mária Mikolajová,Women's Football,180,75,27,47,Mária Mikolajová
79948,Tomáš Ladra,Men's Football,180,75,29,48,Tomáš Ladra
79981,Mateo Lisica,Men's Football,180,75,23,32,Mateo Lisica
80067,Khalis Merah,Men's Football,180,75,19,2,Khalis Merah
80674,Dro Fernández,Men's Football,180,75,18,1,Pedro Fernández
81289,Aïcha Cámara,Women's Football,180,75,19,1,Aïcha Cámara Cámara
81945,Erick Pulga,Men's Football,180,75,25,10,Erick Da Costa Farias
83345,Adriano Jagušić,Men's Football,180,75,21,32,Adriano Jagušić
83478,Jordynn Dudley,Women's Football,180,75,21,21,Jordynn Dudley
85707,Diego Campillo,Men's Football,180,75,24,42,Diego Campillo
85812,Elías Montiel,Men's Football,180,75,20,42,Elías Montiel
86176,Nadine Anstatt,Women's Football,180,75,31,17,Nadine Anstatt
86338,Kiera Skeels,Women's Football,180,75,24,5,Kiera Skeels
86391,Lieske Carleer,Women's Football,180,75,25,16,Lieske Carleer
86436,Caio Vidal,Men's Football,180,75,25,10,Caio Vidal Rocha
86437,Erick Marcus,Men's Football,180,75,22,10,Erick Marcus do Carmo
86524,Karoline Haugland,Women's Football,180,75,28,3,Karoline Haugland
86645,Tabby Tindell,Women's Football,180,75,31,21,Tabby Tindell
86921,Luna Vanzeir,Women's Football,180,75,23,4,Luna Vanzeir
86929,Alieke Tuin,Women's Football,180,75,25,16,Alieke Tuin
86932,Linde Veefkind,Women's Football,180,75,25,16,Linde Veefkind
86934,Jasmien Mathys,Women's Football,180,75,24,4,Jasmien Mathys
86940,Celainy Obispo,Women's Football,180,75,25,16,Celainy Obispo
87127,Eduard Spertsyan,Men's Football,180,75,26,56,Eduard Spertsyan
143121,José Sosa,Men's Football,180,75,41,8,José Sosa
177922,Kamil Grosicki,Men's Football,180,75,38,11,Kamil Grosicki
183895,Maxi Moralez,Men's Football,180,75,39,8,Maxi Moralez
186148,Ron-Robert Zieler,Men's Football,180,75,37,17,Ron-Robert Zieler
186156,Luke Ayling,Men's Football,180,75,35,5,Luke Ayling
186569,Sven Ulreich,Men's Football,180,75,38,17,Sven Ulreich
188484,Abel Hernández,Men's Football,180,75,36,26,Abel Hernández
188537,Loïc Négo,Men's Football,180,75,35,29,Loïc Négo
188538,Vincent Sasso,Men's Football,180,75,35,2,Vincent Sasso
188836,Jason Steele,Men's Football,180,75,36,5,Jason Steele
189280,Ashley Westwood,Men's Football,180,75,36,5,Ashley Westwood
190113,Mert Günok,Men's Football,180,75,37,33,Mert Günok
190324,Christian Kabasele,Men's Football,180,75,35,4,Christian Kabasele
190885,Adam Smith,Men's Football,180,75,35,5,Adam Smith
192342,Edwin Cardona,Men's Football,180,75,33,19,Edwin Cardona
193601,Germán Pezzella,Men's Football,180,75,35,8,Germán Pezzella
194794,Andriy Yarmolenko,Men's Football,180,75,36,66,Andriy Yarmolenko
197031,Marvin Ducksch,Men's Football,180,75,32,17,Marvin Ducksch
197240,Nahir Besara,Men's Football,180,75,35,28,Nahir Besara
198261,Tim Ream,Men's Football,180,75,38,21,Tim Ream
198352,Stefan Bell,Men's Football,180,75,35,17,Stefan Bell
198513,Cláudio Ramos,Men's Football,180,75,34,7,Cláudio Pires de Morais Ramos
198784,Alex Oxlade-Chamberlain,Men's Football,180,75,33,5,Alex Oxlade-Chamberlain
199323,Jaroslav Zelený,Men's Football,180,75,34,48,Jaroslav Zelený
199914,Allan,Men's Football,180,75,35,10,Allan Marques Loureiro
200316,Timo Horn,Men's Football,180,75,33,17,Timo Horn
200429,Benito Raman,Men's Football,180,75,31,4,Benito Raman
200726,Benjamin Lecomte,Men's Football,180,75,35,2,Benjamin Lecomte
201290,Robert Žulj,Men's Football,180,75,34,35,Robert Žulj
201368,Kenny McLean,Men's Football,180,75,34,30,Kenny McLean
201417,Matt Doherty,Men's Football,180,75,34,31,Matt Doherty
201862,Marcos Rojo,Men's Football,180,75,36,8,Marcos Rojo
202789,Alexander Schwolow,Men's Football,180,75,34,17,Alexander Schwolow
204032,Edenilson,Men's Football,180,75,36,10,Edenilson Andrade dos Santos
204259,Santiago Arias,Men's Football,180,75,34,19,Santiago Arias
204529,Michy Batshuayi,Men's Football,180,75,32,4,Michy Batshuayi
205401,Vako,Men's Football,180,75,33,12,Valeri Qazaishvili
205678,Edin Višća,Men's Football,180,75,36,65,Edin Višća
205686,Téji Savanier,Men's Football,180,75,34,2,Téji Savanier
206083,Josh Murphy,Men's Football,180,75,31,5,Josh Murphy
206219,Juan Cruz,Men's Football,180,75,34,1,Juan Cruz Álvaro Armada
206561,Christian Walton,Men's Football,180,75,30,5,Christian Walton
207790,Kaan Ayhan,Men's Football,180,75,31,33,Kaan Ayhan
207984,Alfonso González,Men's Football,180,75,32,42,Alfonso González
208375,Marius Müller,Men's Football,180,75,33,17,Marius Müller
209335,Kristoffer Haugen,Men's Football,180,75,32,3,Kristoffer Haugen
209780,Siebe Schrijvers,Men's Football,180,75,30,4,Siebe Schrijvers
210010,Joris van Overeem,Men's Football,180,75,32,16,Joris van Overeem
210358,Alberto Brignoli,Men's Football,180,75,35,9,Alberto Brignoli
210381,Charalampos Lykogiannis,Men's Football,180,75,32,46,Charalampos Lykogiannis
211263,Lisandro Magallán,Men's Football,180,75,32,8,Lisandro Magallán
211269,Pol Fernández,Men's Football,180,75,34,8,Guillermo Fernández
211575,André Gomes,Men's Football,180,75,33,7,André Filipe Tavares Gomes
211706,Pere Pons,Men's Football,180,75,33,1,Pere Pons Riera
211748,Kerem Demirbay,Men's Football,180,75,33,17,Kerem Demirbay
211856,Kevin Akpoguma,Men's Football,180,75,31,38,Kevin Akpoguma
211879,Janik Haberer,Men's Football,180,75,32,17,Janik Haberer
212977,Niklas Stark,Men's Football,180,75,31,17,Niklas Stark
213301,Sascha Horvath,Men's Football,180,75,30,35,Sascha Horvath
213413,Lawrence Vigouroux,Men's Football,180,75,32,40,Lawrence Vigouroux
213439,Jonathan Osorio,Men's Football,180,75,34,44,Jonathan Osorio
213471,Darijan Bojanić,Men's Football,180,75,31,28,Darijan Bojanić
213536,Maxime Crépeau,Men's Football,180,75,32,44,Maxime Crépeau
213581,Martín Nervo,Men's Football,180,75,35,8,Martín Nervo
213917,Fábio Cardoso,Men's Football,180,75,32,7,Fábio Rafael Rodrigues Cardoso
214436,Paulo Díaz,Men's Football,180,75,32,40,Paulo Díaz
214933,Diego Rodríguez,Men's Football,180,75,37,8,Diego Rodríguez
214944,Gumbau,Men's Football,180,75,31,1,Gerard Gumbau Garriga
214990,Matías Catalán,Men's Football,180,75,34,40,Matías Catalán
215051,Lisandro López,Men's Football,180,75,37,8,Lisandro López
215054,Víctor Cuesta,Men's Football,180,75,37,8,Víctor Cuesta
215057,Iván Marcone,Men's Football,180,75,36,8,Iván Marcone
215071,Milton Casco,Men's Football,180,75,38,8,Milton Casco
215135,Leonardo Sigali,Men's Football,180,75,39,8,Leonardo Sigali
215301,Lloyd Jones,Men's Football,180,75,30,5,Lloyd Jones
215330,Joaquín Correa,Men's Football,180,75,32,8,Joaquín Correa
215502,Bartłomiej Drągowski,Men's Football,180,75,29,11,Bartłomiej Drągowski
215616,Jason,Men's Football,180,75,32,1,David Jason Remeseiro Salgueiro
215700,Luke O'Nien,Men's Football,180,75,31,5,Luke O'Nien
215798,Maxwel Cornet,Men's Football,180,75,29,41,Maxwel Cornet
215998,Ignacio Fernández,Men's Football,180,75,36,8,Ignacio Fernández
216158,Silvan Widmer,Men's Football,180,75,33,25,Silvan Widmer
216700,Maximiliano Meza,Men's Football,180,75,33,8,Maximiliano Meza
216744,Cameron Burgess,Men's Football,180,75,30,36,Cameron Burgess
216939,Andre Blake,Men's Football,180,75,35,6,Andre Blake
217731,Sandro,Men's Football,180,75,31,1,Sandro Ramírez Castillo
217809,Pablo Vegetti,Men's Football,180,75,37,8,Pablo Vegetti
217877,Théo Bongonda,Men's Football,180,75,30,61,Théo Bongonda
219216,Josh Windass,Men's Football,180,75,32,5,Josh Windass
219655,Francesco Zampano,Men's Football,180,75,32,9,Francesco Zampano
219670,Gonzalo Piovi,Men's Football,180,75,32,8,Gonzalo Piovi
219754,Bruno Varela,Men's Football,180,75,31,94,Bruno Miguel Semedo Varela
219836,Rubén Yáñez,Men's Football,180,75,32,1,Rubén Yáñez Alabart
219908,Bruno Nazário,Men's Football,180,75,31,10,Bruno dos Santos Nazário
219951,Anton Salétros,Men's Football,180,75,30,28,Anton Salétros
220085,Luca Waldschmidt,Men's Football,180,75,30,17,Luca Waldschmidt
220131,Mbaye Diagne,Men's Football,180,75,34,52,Mbaye Diagne
220295,Enner Valencia,Men's Football,180,75,36,13,Enner Valencia
220334,Óscar Romero,Men's Football,180,75,34,58,Óscar Romero
220380,Ramy Rabia,Men's Football,180,75,33,24,Ramy Rabia
220739,Junior Sornoza,Men's Football,180,75,32,13,Junior Sornoza
221293,Guillermo Martínez,Men's Football,180,75,31,42,Guillermo Martínez
221422,Sverrir Ingi Ingason,Men's Football,180,75,33,45,Sverrir Ingi Ingason
221600,Matt Clarke,Men's Football,180,75,29,5,Matt Clarke
221841,Adam Armstrong,Men's Football,180,75,29,5,Adam Armstrong
222148,Ondrej Duda,Men's Football,180,75,31,47,Ondrej Duda
222156,James Bree,Men's Football,180,75,28,5,James Bree
222262,Cyriel Dessers,Men's Football,180,75,31,38,Cyriel Dessers
222671,Everaldo,Men's Football,180,75,35,10,Everaldo Stum
223143,Ulisses Garcia,Men's Football,180,75,30,25,Ulisses Garcia
223150,Lionel Mpasi,Men's Football,180,75,32,61,Lionel Mpasi
223159,Rob Dickie,Men's Football,180,75,30,5,Rob Dickie
223249,Gabriel Arias,Men's Football,180,75,39,40,Gabriel Arias
223550,Jonas Omlin,Men's Football,180,75,32,25,Jonas Omlin
223866,Sandi Lovrič,Men's Football,180,75,28,15,Sandi Lovrič
223877,Darnell Furlong,Men's Football,180,75,30,5,Darnell Furlong
224425,Marius Wolf,Men's Football,180,75,31,17,Marius Wolf
224590,Jessy Benet,Men's Football,180,75,31,2,Jessy Benet
225200,Kike Barja,Men's Football,180,75,29,1,Enrique Barja Afonso
225266,Mathias Rasmussen,Men's Football,180,75,28,3,Mathias Rasmussen
225316,Jack Hendry,Men's Football,180,75,31,30,Jack Hendry
225508,Eric Bailly,Men's Football,180,75,32,41,Eric Bailly
225632,Oliver Burke,Men's Football,180,75,29,30,Oliver Burke
225748,Todd Cantwell,Men's Football,180,75,28,5,Todd Cantwell
225779,Ben Sheaf,Men's Football,180,75,28,5,Ben Sheaf
225878,Cecilio Domínguez,Men's Football,180,75,32,58,Cecilio Domínguez
226129,Jon Gorenc Stanković,Men's Football,180,75,30,15,Jon Gorenc Stanković
226377,Gonzalo Martínez,Men's Football,180,75,33,8,Gonzalo Martínez
226380,Hwang Hee Chan,Men's Football,180,75,30,49,Hee Chan Hwang
226517,Haris Hajradinović,Men's Football,180,75,32,65,Haris Hajradinović
226536,Omar Colley,Men's Football,180,75,33,68,Omar Colley
226637,Rubén Duarte,Men's Football,180,75,30,1,Rubén Duarte Sánchez
227222,Frédéric Guilbert,Men's Football,180,75,31,2,Frédéric Guilbert
227234,Lucas Tousart,Men's Football,180,75,29,2,Lucas Tousart
227503,Jacob Bruun Larsen,Men's Football,180,75,28,27,Jacob Bruun Larsen
227527,Fábio Abreu,Men's Football,180,75,33,79,Fábio Gonçalves Abreu
227528,Braian Romero,Men's Football,180,75,35,8,Braian Romero
227590,Aivi Luik,Women's Football,180,75,41,36,Aivi Luik
227659,Kim Jin Gyu,Men's Football,180,75,29,49,Jin Gyu Kim
227794,Calvin Verdonk,Men's Football,180,75,29,72,Calvin Verdonk
227900,Nicolás Tripichio,Men's Football,180,75,30,8,Nicolás Tripichio
228179,Alexis Castro,Men's Football,180,75,31,8,Alexis Castro
228290,Julien Laporte,Men's Football,180,75,32,2,Julien Laporte
228312,Robin Lod,Men's Football,180,75,33,70,Robin Lod
228363,Joris Kramer,Men's Football,180,75,30,16,Joris Kramer
228410,Daniel Iversen,Men's Football,180,75,29,27,Daniel Iversen
228415,Leonardo Godoy,Men's Football,180,75,31,8,Leonardo Godoy
228518,Andreas Hanche-Olsen,Men's Football,180,75,29,3,Andreas Hanche-Olsen
228520,Chimy Ávila,Men's Football,180,75,32,8,Ezequiel Ávila
228859,Isac Lidberg,Men's Football,180,75,28,28,Isac Lidberg
229034,Víctor Guzmán,Men's Football,180,75,31,42,Víctor Guzmán
229158,Branco van den Boomen,Men's Football,180,75,31,16,Branco van den Boomen
229207,Àlex Corredera,Men's Football,180,75,30,1,Alexandre Corredera Alardi
229956,Lawrence Ati Zigi,Men's Football,180,75,29,39,Lawrence Ati Zigi
230564,Mijat Gaćinović,Men's Football,180,75,31,37,Mijat Gaćinović
230727,Gautier Larsonneur,Men's Football,180,75,29,2,Gautier Larsonneur
231596,José Contreras,Men's Football,180,75,31,76,José Contreras
231753,Jérémy Livolant,Men's Football,180,75,28,2,Jérémy Livolant
231838,Maximilian Wöber,Men's Football,180,75,28,35,Maximilian Wöber
231856,Álvaro Tejero,Men's Football,180,75,30,1,Álvaro Tejero Sacristán
232080,Jack Harrison,Men's Football,180,75,29,5,Jack Harrison
232116,Sébastien Salles-Lamonge,Men's Football,180,75,30,2,Sébastien Salles-Lamonge
232185,Callum Brittain,Men's Football,180,75,28,5,Callum Brittain
232255,Agustín Bouzat,Men's Football,180,75,32,8,Agustín Bouzat
232729,Cristian Tarragona,Men's Football,180,75,35,8,Cristian Tarragona
232755,Jay Dasilva,Men's Football,180,75,28,57,Jay Dasilva
232759,Josh Tymon,Men's Football,180,75,27,5,Josh Tymon
233018,Kim Dae Won,Men's Football,180,75,29,49,Dae Won Kim
233029,Rodrigo Aliendro,Men's Football,180,75,35,8,Rodrigo Aliendro
233079,Christian Rivera,Men's Football,180,75,30,19,Christian Rivera
233493,Jorge Sánchez,Men's Football,180,75,28,42,Jorge Sánchez
233520,Barış Atik,Men's Football,180,75,31,33,Barış Atik
233606,Jesús Angulo,Men's Football,180,75,29,42,Jesús Angulo
233885,Eray Cömert,Men's Football,180,75,28,25,Eray Cömert
233917,Dereck Kutesa,Men's Football,180,75,28,25,Dereck Kutesa
234035,Odriozola,Men's Football,180,75,30,1,Álvaro Odriozola Arzalluz
234167,Siebe Van der Heyden,Men's Football,180,75,28,4,Siebe Van der Heyden
234180,Alejandro Hohberg,Men's Football,180,75,35,106,Alejandro Hohberg
234350,Viti Rozada,Men's Football,180,75,29,1,Víctor Álvarez Rozada
234426,Marcão,Men's Football,180,75,30,10,Marcos Nascimento Teixeira
234458,Carlos Quintana,Men's Football,180,75,38,8,Carlos Quintana
234679,Philippe Sandler,Men's Football,180,75,29,16,Philippe Sandler
234686,Jordan Lotomba,Men's Football,180,75,27,25,Jordan Lotomba
234711,Josip Brekalo,Men's Football,180,75,28,32,Josip Brekalo
234726,José Luis Rodríguez,Men's Football,180,75,28,103,José Luis Rodríguez
234833,Florian Müller,Men's Football,180,75,28,17,Florian Müller
234902,Kwadwo Duah,Men's Football,180,75,29,25,Kwadwo Duah
234913,Christian Fassnacht,Men's Football,180,75,32,25,Christian Fassnacht
234943,Florian Neuhaus,Men's Football,180,75,29,17,Florian Neuhaus
235008,Lucas Robertone,Men's Football,180,75,29,8,Lucas Robertone
235242,Daan Heymans,Men's Football,180,75,27,4,Daan Heymans
235371,Juninho Vieira,Men's Football,180,75,29,10,Olávio Vieira dos Santos Júnior
235572,Ross Sykes,Men's Football,180,75,27,5,Ross Sykes
235629,Ortwin De Wolf,Men's Football,180,75,29,4,Ortwin De Wolf
235744,Brandon Thomas-Asante,Men's Football,180,75,27,39,Brandon Thomas-Asante
235889,Cengiz Ünder,Men's Football,180,75,29,33,Cengiz Ünder
235890,Marwane Saadane,Men's Football,180,75,34,18,Marwane Saadane
236507,Tomás Conechny,Men's Football,180,75,28,8,Tomás Conechny
236518,Arnaud Nordin,Men's Football,180,75,28,2,Arnaud Nordin
236629,Christopher Opéri,Men's Football,180,75,29,41,Christopher Opéri
236810,Quiles,Men's Football,180,75,31,1,Alberto Quiles Piosa
237109,Oleksandr Karavaiev,Men's Football,180,75,34,66,Oleksandr Karavaiev
237135,Davidson,Men's Football,180,75,35,10,Davidson da Luz Pereira
237239,Enis Bardhi,Men's Football,180,75,31,80,Enis Bardhi
237242,Felipe Román,Men's Football,180,75,30,19,Felipe Román
237512,Gastón Togni,Men's Football,180,75,28,8,Gastón Togni
237520,Mady Camara,Men's Football,180,75,29,34,Mady Camara
237586,Alberto Dossena,Men's Football,180,75,27,9,Alberto Dossena
237626,Yvan Neyou,Men's Football,180,75,29,43,Yvan Neyou
